,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
21,这 几天 看到 太 多 催泪 的 了 ， 河南 一 出租车 拉 着 三 姐弟 掉 河里 ， 司机 自救 了 ， 可怜 的 大姐 是 班主任 ， 二姐 是 复旦大学 生 ， 小弟 今年 高中 ， 一家 三个 孩子 都 是 那么 优秀 ， 一个 都 没有 保住 流泪 流泪,23,23_钱_停下来_元_快,"['钱', '停下来', '元', '快', '剩下', '睁眼', '急', '善良', '停车', '停下', '公平', '有时候', '好心', '区', '司机', '事', '照顾', '人会', '爸爸', '哥哥', '车', '找到', '万', '投奔', '全家福', '夫妻', '出', '时间', '情况', '更']","['曾经 有人 说 过 ， 照相 能不照 全家福 就 不要 照 全家福 ， 说 是 事事 不能 太 圆满 感谢 感谢 感谢 但 刷 到 很多 这样 全家福 都 是 一家 一家 没有 了 。 不 知道 是不是 太 凑巧 了 感谢 感谢 感谢 说 夫妻 也 不能 太 恩爱 ， 深情 不 长寿 ， 我 真的 有时候 好 怀疑 那些 说话 真的 是 有 那么回事 一样 。 我 姑父 在世 时 夫妻俩 真的 是 别人 羡慕 一对 ， 夫妻 真的 是 好 恩爱 ， 可 我 姑父 确把 我 姑姑 丢 在 半路上 ， 让 她 一辈子 活在 失去 我 姑父 痛苦 中 。 我 姑父 走 了 快 二十年 了 ， 我 姑姑 每次 回娘家 只要 说起 我 姑父 泪流满面 ， 以前 别人 帮 她 介绍 对象 我 姑姑 无法 接受 别人 ， 现如今 六十岁 了 。 守 着 儿女 ， 孙子 们 过 开心 很多 了 。', '你 是 善良 的 人 ， 像 这种 情况 停车 看看 。 问 一下 什么 事 ， 没 钱 加油 ， 救个 急 给 100 元 ， 行善 事 ， 天在 保佑 你 ！ 如果 感到 不合理 。 可以 开车 走 。', '你 是 善良 的 人 ， 像 这种 情况 停车 看看 。 问 一下 什么 事 ， 没 钱 加油 ， 救个 急 给 100 元 ， 行善 事 ， 天在 保佑 你 ！ 如果 感到 不合理 。 可以 开车 走 。']",钱 - 停下来 - 元 - 快 - 剩下 - 睁眼 - 急 - 善良 - 停车 - 停下 - 公平 - 有时候 - 好心 - 区 - 司机 - 事 - 照顾 - 人会 - 爸爸 - 哥哥 - 车 - 找到 - 万 - 投奔 - 全家福 - 夫妻 - 出 - 时间 - 情况 - 更,0.360738738610571,False
22,哎 ， 看到 太 痛心 了 流泪 流泪,79,79_不忍_惨_不好_真是太,"['不忍', '惨', '不好', '真是太', '命运', '天呐', '人间', '老', '悲剧', '太惨', '哭', '死', '可怜', '太', '痛心', '可惜', '心疼', '心痛', '流泪', '', '', '', '', '', '', '', '', '', '', '']","['天呐 ， 老 的 哭 死 流泪 流泪 流泪', '太惨 了 ， 不忍 观看 流泪 流泪 流泪', '惨 啦 ， 命运 阿 流泪 流泪 流泪']",不忍 - 惨 - 不好 - 真是太 - 命运 - 天呐 - 人间 - 老 - 悲剧 - 太惨 - 哭 - 死 - 可怜 - 太 - 痛心 - 可惜 - 心疼 - 心痛 - 流泪 -  -  -  -  -  -  -  -  -  -  - ,1.0,False
23,太 悲惨 啊 ， 不知 说 什么 了 ， 天堂 一家 还是 一家 ， 就是 老人 苦 了 ，,23,23_钱_停下来_元_快,"['钱', '停下来', '元', '快', '剩下', '睁眼', '急', '善良', '停车', '停下', '公平', '有时候', '好心', '区', '司机', '事', '照顾', '人会', '爸爸', '哥哥', '车', '找到', '万', '投奔', '全家福', '夫妻', '出', '时间', '情况', '更']","['曾经 有人 说 过 ， 照相 能不照 全家福 就 不要 照 全家福 ， 说 是 事事 不能 太 圆满 感谢 感谢 感谢 但 刷 到 很多 这样 全家福 都 是 一家 一家 没有 了 。 不 知道 是不是 太 凑巧 了 感谢 感谢 感谢 说 夫妻 也 不能 太 恩爱 ， 深情 不 长寿 ， 我 真的 有时候 好 怀疑 那些 说话 真的 是 有 那么回事 一样 。 我 姑父 在世 时 夫妻俩 真的 是 别人 羡慕 一对 ， 夫妻 真的 是 好 恩爱 ， 可 我 姑父 确把 我 姑姑 丢 在 半路上 ， 让 她 一辈子 活在 失去 我 姑父 痛苦 中 。 我 姑父 走 了 快 二十年 了 ， 我 姑姑 每次 回娘家 只要 说起 我 姑父 泪流满面 ， 以前 别人 帮 她 介绍 对象 我 姑姑 无法 接受 别人 ， 现如今 六十岁 了 。 守 着 儿女 ， 孙子 们 过 开心 很多 了 。', '你 是 善良 的 人 ， 像 这种 情况 停车 看看 。 问 一下 什么 事 ， 没 钱 加油 ， 救个 急 给 100 元 ， 行善 事 ， 天在 保佑 你 ！ 如果 感到 不合理 。 可以 开车 走 。', '你 是 善良 的 人 ， 像 这种 情况 停车 看看 。 问 一下 什么 事 ， 没 钱 加油 ， 救个 急 给 100 元 ， 行善 事 ， 天在 保佑 你 ！ 如果 感到 不合理 。 可以 开车 走 。']",钱 - 停下来 - 元 - 快 - 剩下 - 睁眼 - 急 - 善良 - 停车 - 停下 - 公平 - 有时候 - 好心 - 区 - 司机 - 事 - 照顾 - 人会 - 爸爸 - 哥哥 - 车 - 找到 - 万 - 投奔 - 全家福 - 夫妻 - 出 - 时间 - 情况 - 更,0.5139301338566776,False
24,国家 要 赔偿 ， 追责 发怒,115,115_国家_追责_天_发怒,"['国家', '追责', '天', '发怒', '太惨', '可怜', '痛心', '太', '流泪', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['唉 ， 太 可怜 了 流泪', '天 ， 太惨 了 流泪', '国家 要 赔偿 ， 追责 发怒']",国家 - 追责 - 天 - 发怒 - 太惨 - 可怜 - 痛心 - 太 - 流泪 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,1.0,True
25,太 可怜 了 ， 让 家里 的 老人 咋 过 啊 流泪 流泪,62,62_比心_倒_可爱_团圆,"['比心', '倒', '可爱', '团圆', '老', '对不起', '社会', '受', '四位', '带走', '真可怜', '两家', '四口', '老天爷', '咋活', '孩子', '家里', '活呀', '多好', '一家', '父母', '没', '说', '可怜', '活', '看着', '老人', '一家人', '一路', '走']","['这 一家 四口 倒 是 团圆 了 ， 可怜 了 两家 老 人们 了 流泪 流泪 流泪', '这 一家 四口 倒 是 团圆 了 ， 可怜 了 两家 老 人们 了 流泪 流泪 流泪', '马 大嫂 小吃 这 一家 四口 倒 是 团圆 了 ， 可怜 了 两家 老 人们 了 流泪 流泪 流泪']",比心 - 倒 - 可爱 - 团圆 - 老 - 对不起 - 社会 - 受 - 四位 - 带走 - 真可怜 - 两家 - 四口 - 老天爷 - 咋活 - 孩子 - 家里 - 活呀 - 多好 - 一家 - 父母 - 没 - 说 - 可怜 - 活 - 看着 - 老人 - 一家人 - 一路 - 走,0.738989190424917,False
26,人间 悲剧 ， 太惨 了 流泪 流泪 流泪,79,79_不忍_惨_不好_真是太,"['不忍', '惨', '不好', '真是太', '命运', '天呐', '人间', '老', '悲剧', '太惨', '哭', '死', '可怜', '太', '痛心', '可惜', '心疼', '心痛', '流泪', '', '', '', '', '', '', '', '', '', '', '']","['天呐 ， 老 的 哭 死 流泪 流泪 流泪', '太惨 了 ， 不忍 观看 流泪 流泪 流泪', '惨 啦 ， 命运 阿 流泪 流泪 流泪']",不忍 - 惨 - 不好 - 真是太 - 命运 - 天呐 - 人间 - 老 - 悲剧 - 太惨 - 哭 - 死 - 可怜 - 太 - 痛心 - 可惜 - 心疼 - 心痛 - 流泪 -  -  -  -  -  -  -  -  -  -  - ,0.5040782111048654,False
27,让 双方 父母 怎么 活 啊 ！ 哎 ！,7,7_父子_船_留下来_来世,"['父子', '船', '留下来', '来世', '庝', '家庭', '富贵在天', '罪魁祸首', '出行', '果', '全家福', '太小', '本来', '年轻', '四位', '晚上', '活下去', '心', '分开', '一家子', '不由', '半点', '夫妻', '揪心', '活呀', '生活', '发出', '咋活', '世上', '老人家']","['本来 是 开开心心 的 一家人 在 一起 出行 的 ， 哪里 会 知道 开向 了 不归路 呢 ？ 真的 不 知道 灾难 什么 时候 会 降临 ， 世事 无常 啊 ！', '为什么 古人 说 夫妻 不同 车 、 父子 不同 船 呢 ！ ！ ！', '要 我 说 世上 根本 就 没有 全家福 照 ， 年轻 的 来世 ， 老 的 离世 ， 哪里 会 有 什么 全家福 平安 果']",父子 - 船 - 留下来 - 来世 - 庝 - 家庭 - 富贵在天 - 罪魁祸首 - 出行 - 果 - 全家福 - 太小 - 本来 - 年轻 - 四位 - 晚上 - 活下去 - 心 - 分开 - 一家子 - 不由 - 半点 - 夫妻 - 揪心 - 活呀 - 生活 - 发出 - 咋活 - 世上 - 老人家,1.0,False
28,从 东方 之星 游轮 和 马航 出事 之后 ， 人们 都 在 潜意识 中 一家人 不 同时 坐 一车 一轮 一 飞机 ， 这 叫 双方 父母 怎么 活 流泪 流泪 流泪 流泪 流泪 流泪,111,111_请问_活好_游轮_飞机,"['请问', '活好', '游轮', '飞机', '一轮', '潜意识', '出事', '马航', '之星', '东方', '离去', '一车', '坐', '中', '同胞', '不知', '中午', '珍惜', '当下', '恐惧', '一个', '陌生人', '安好', '世界', '先', '刷到', '安息', '发怒', '香', '意外']","['明天 和 意外 不知 哪个 先 来 ， 活好 当下 ， 珍惜 每 一天 流泪 流泪', '一路 走 好 同胞 ， 天堂 安息 吧 流泪 流泪 流泪 流泪 流泪 流泪 流泪 多么 恐惧 的 离去 ， 请问 谁 给 他们 一家人 一个 交代 呢 发怒', '从 东方 之星 游轮 和 马航 出事 之后 ， 人们 都 在 潜意识 中 一家人 不 同时 坐 一车 一轮 一 飞机 ， 这 叫 双方 父母 怎么 活 流泪 流泪 流泪 流泪 流泪 流泪']",请问 - 活好 - 游轮 - 飞机 - 一轮 - 潜意识 - 出事 - 马航 - 之星 - 东方 - 离去 - 一车 - 坐 - 中 - 同胞 - 不知 - 中午 - 珍惜 - 当下 - 恐惧 - 一个 - 陌生人 - 安好 - 世界 - 先 - 刷到 - 安息 - 发怒 - 香 - 意外,1.0,True
29,感谢 感谢 感谢 人间 太 多 悲剧 ！ 无能为力 看着 心痛,8,8_人有_无能为力_搞不懂_可悲,"['人有', '无能为力', '搞不懂', '可悲', '可恨', '造孽', '天有不测风云', '时间', '出行', '父母亲', '悲惨', '眼泪', '事故', '洪水', '危险', '无情', '车', '太惨', '人间', '老天爷', '残忍', '事情', '老天', '发生', '平安', '悲剧', '看着', '死', '一个', '先']","['感谢 感谢 感谢 人间 太 多 悲剧 ！ 无能为力 看着 心痛', '流泪 流泪 一家人 啊 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 天有不测风云 人有 但夕 祸福 ， 血 的 教训 一家人 不能 同座 一辆车', '感谢 感谢 感谢 感谢 我怨 老天爷 ， 时间 倒流 就 好 了 洪水 无情 ， 可悲 可恨']",人有 - 无能为力 - 搞不懂 - 可悲 - 可恨 - 造孽 - 天有不测风云 - 时间 - 出行 - 父母亲 - 悲惨 - 眼泪 - 事故 - 洪水 - 危险 - 无情 - 车 - 太惨 - 人间 - 老天爷 - 残忍 - 事情 - 老天 - 发生 - 平安 - 悲剧 - 看着 - 死 - 一个 - 先,0.05175286869888468,True
30,两家 的 父母 真的 是 天塌 了 啊 ！,7,7_父子_船_留下来_来世,"['父子', '船', '留下来', '来世', '庝', '家庭', '富贵在天', '罪魁祸首', '出行', '果', '全家福', '太小', '本来', '年轻', '四位', '晚上', '活下去', '心', '分开', '一家子', '不由', '半点', '夫妻', '揪心', '活呀', '生活', '发出', '咋活', '世上', '老人家']","['本来 是 开开心心 的 一家人 在 一起 出行 的 ， 哪里 会 知道 开向 了 不归路 呢 ？ 真的 不 知道 灾难 什么 时候 会 降临 ， 世事 无常 啊 ！', '为什么 古人 说 夫妻 不同 车 、 父子 不同 船 呢 ！ ！ ！', '要 我 说 世上 根本 就 没有 全家福 照 ， 年轻 的 来世 ， 老 的 离世 ， 哪里 会 有 什么 全家福 平安 果']",父子 - 船 - 留下来 - 来世 - 庝 - 家庭 - 富贵在天 - 罪魁祸首 - 出行 - 果 - 全家福 - 太小 - 本来 - 年轻 - 四位 - 晚上 - 活下去 - 心 - 分开 - 一家子 - 不由 - 半点 - 夫妻 - 揪心 - 活呀 - 生活 - 发出 - 咋活 - 世上 - 老人家,1.0,False
31,流泪 流泪 流泪 心痛,9,9_搭配_比心_不好_心碎,"['搭配', '比心', '不好', '心碎', '心酸', '人间', '悲剧', '家人', '清香', '哭', '可怜', '活', '看着', '心疼', '心痛', '四口', '三柱', '痛心', '流泪', '可惜', '', '', '', '', '', '', '', '', '', '']","['流泪 流泪 流泪 心碎', '心疼 比心 比心 比心', '四口 人 穿衣 搭配 不好 流泪 流泪']",搭配 - 比心 - 不好 - 心碎 - 心酸 - 人间 - 悲剧 - 家人 - 清香 - 哭 - 可怜 - 活 - 看着 - 心疼 - 心痛 - 四口 - 三柱 - 痛心 - 流泪 - 可惜 -  -  -  -  -  -  -  -  -  - ,0.6332075367234641,False
32,好 可惜 呀 ， 痛心,83,83_无奈_儿女_惋惜_真,"['无奈', '儿女', '惋惜', '真', '伤心', '痛心', '可惜', '太', '心痛', '流泪', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['真 可惜 ， 伤心', '儿女 双全 ， 惋惜', '痛心 ， 多么 的 无足 和 无奈']",无奈 - 儿女 - 惋惜 - 真 - 伤心 - 痛心 - 可惜 - 太 - 心痛 - 流泪 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,0.9444810352984183,False
33,心态 死 了 ， 两个 家庭 父母 咋活 啦 ， 政府 给你个 说法 啊 ？,7,7_父子_船_留下来_来世,"['父子', '船', '留下来', '来世', '庝', '家庭', '富贵在天', '罪魁祸首', '出行', '果', '全家福', '太小', '本来', '年轻', '四位', '晚上', '活下去', '心', '分开', '一家子', '不由', '半点', '夫妻', '揪心', '活呀', '生活', '发出', '咋活', '世上', '老人家']","['本来 是 开开心心 的 一家人 在 一起 出行 的 ， 哪里 会 知道 开向 了 不归路 呢 ？ 真的 不 知道 灾难 什么 时候 会 降临 ， 世事 无常 啊 ！', '为什么 古人 说 夫妻 不同 车 、 父子 不同 船 呢 ！ ！ ！', '要 我 说 世上 根本 就 没有 全家福 照 ， 年轻 的 来世 ， 老 的 离世 ， 哪里 会 有 什么 全家福 平安 果']",父子 - 船 - 留下来 - 来世 - 庝 - 家庭 - 富贵在天 - 罪魁祸首 - 出行 - 果 - 全家福 - 太小 - 本来 - 年轻 - 四位 - 晚上 - 活下去 - 心 - 分开 - 一家子 - 不由 - 半点 - 夫妻 - 揪心 - 活呀 - 生活 - 发出 - 咋活 - 世上 - 老人家,1.0,False
34,可惜 了 ！ 太 冤枉 了 ！ 流泪,88,88_感觉_洪水_无处不在_危险,"['感觉', '洪水', '无处不在', '危险', '冤枉', '事情', '无情', '痛苦', '命', '悲哀', '真', '两家', '难受', '灾难', '父母', '活', '老人', '一家人', '可惜', '可怜', '心疼', '太', '流泪', '', '', '', '', '', '', '']","['凄惨 ！ 洪水 无情', '悲哀 ！ 难受 的 感觉', '好 可怜 啊 流泪 ！ 危险 无处不在 流泪']",感觉 - 洪水 - 无处不在 - 危险 - 冤枉 - 事情 - 无情 - 痛苦 - 命 - 悲哀 - 真 - 两家 - 难受 - 灾难 - 父母 - 活 - 老人 - 一家人 - 可惜 - 可怜 - 心疼 - 太 - 流泪 -  -  -  -  -  -  - ,1.0,False
35,心痛 可怜 流泪 流泪,9,9_搭配_比心_不好_心碎,"['搭配', '比心', '不好', '心碎', '心酸', '人间', '悲剧', '家人', '清香', '哭', '可怜', '活', '看着', '心疼', '心痛', '四口', '三柱', '痛心', '流泪', '可惜', '', '', '', '', '', '', '', '', '', '']","['流泪 流泪 流泪 心碎', '心疼 比心 比心 比心', '四口 人 穿衣 搭配 不好 流泪 流泪']",搭配 - 比心 - 不好 - 心碎 - 心酸 - 人间 - 悲剧 - 家人 - 清香 - 哭 - 可怜 - 活 - 看着 - 心疼 - 心痛 - 四口 - 三柱 - 痛心 - 流泪 - 可惜 -  -  -  -  -  -  -  -  -  - ,0.5163820767883962,False
36,父母 怎么 过 啊 流泪,12,12_出去玩_泪水_好人_流,"['出去玩', '泪水', '好人', '流', '多难', '呼吸', '天呀', '伤感', '不了', '人生', '疼', '心好', '无情', '接受', '一个', '天', '家里', '说', '父母', '活', '天堂', '可怜', '心疼', '一家人', '痛心', '太', '走', '可惜', '流泪', '感谢']","['都 说 不要 一家人 一起 出去玩 ？ 但是 又 舍得 把 谁 挪 在 家里 啊 流泪', '是 怎么 走 的 呀 看 了 泪水 都 流 出来', '哎 ！ 好人 多难 流泪']",出去玩 - 泪水 - 好人 - 流 - 多难 - 呼吸 - 天呀 - 伤感 - 不了 - 人生 - 疼 - 心好 - 无情 - 接受 - 一个 - 天 - 家里 - 说 - 父母 - 活 - 天堂 - 可怜 - 心疼 - 一家人 - 痛心 - 太 - 走 - 可惜 - 流泪 - 感谢,0.6502353584451124,False
37,节哀 ， 真的 是 天塌下来 了 我 自己 妈骗 了 我 74 万 赌博 全赌 没 了 。 我 最近 特别 难受 ， 都 当 她 死 了,23,23_钱_停下来_元_快,"['钱', '停下来', '元', '快', '剩下', '睁眼', '急', '善良', '停车', '停下', '公平', '有时候', '好心', '区', '司机', '事', '照顾', '人会', '爸爸', '哥哥', '车', '找到', '万', '投奔', '全家福', '夫妻', '出', '时间', '情况', '更']","['曾经 有人 说 过 ， 照相 能不照 全家福 就 不要 照 全家福 ， 说 是 事事 不能 太 圆满 感谢 感谢 感谢 但 刷 到 很多 这样 全家福 都 是 一家 一家 没有 了 。 不 知道 是不是 太 凑巧 了 感谢 感谢 感谢 说 夫妻 也 不能 太 恩爱 ， 深情 不 长寿 ， 我 真的 有时候 好 怀疑 那些 说话 真的 是 有 那么回事 一样 。 我 姑父 在世 时 夫妻俩 真的 是 别人 羡慕 一对 ， 夫妻 真的 是 好 恩爱 ， 可 我 姑父 确把 我 姑姑 丢 在 半路上 ， 让 她 一辈子 活在 失去 我 姑父 痛苦 中 。 我 姑父 走 了 快 二十年 了 ， 我 姑姑 每次 回娘家 只要 说起 我 姑父 泪流满面 ， 以前 别人 帮 她 介绍 对象 我 姑姑 无法 接受 别人 ， 现如今 六十岁 了 。 守 着 儿女 ， 孙子 们 过 开心 很多 了 。', '你 是 善良 的 人 ， 像 这种 情况 停车 看看 。 问 一下 什么 事 ， 没 钱 加油 ， 救个 急 给 100 元 ， 行善 事 ， 天在 保佑 你 ！ 如果 感到 不合理 。 可以 开车 走 。', '你 是 善良 的 人 ， 像 这种 情况 停车 看看 。 问 一下 什么 事 ， 没 钱 加油 ， 救个 急 给 100 元 ， 行善 事 ， 天在 保佑 你 ！ 如果 感到 不合理 。 可以 开车 走 。']",钱 - 停下来 - 元 - 快 - 剩下 - 睁眼 - 急 - 善良 - 停车 - 停下 - 公平 - 有时候 - 好心 - 区 - 司机 - 事 - 照顾 - 人会 - 爸爸 - 哥哥 - 车 - 找到 - 万 - 投奔 - 全家福 - 夫妻 - 出 - 时间 - 情况 - 更,0.9891900260576252,False
38,这样 的 家庭 ， 是不是 国家 不用 补偿 了 ？ 流泪 流泪,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
